gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SMIM27,0.021242744,0.299486573,0.123,0.102,1
CCDC92,0.02125389,0.770715648,0.086,0.053,1
CDKN2AIPNL,0.021383021,0.17096256,0.078,0.07,1
METTL14,0.021450694,-0.417475679,0.062,0.079,1
DHX15,0.021485622,-0.236856192,0.146,0.165,1
TTC14,0.021501546,0.295813451,0.174,0.142,1
GTF2IRD2B,0.021528632,-0.265064203,0.087,0.104,1
ELP4,0.021546815,0.804879693,0.068,0.04,1
MAP3K11,0.021788531,0.607026434,0.089,0.056,1
FBXL3,0.021834244,-0.184291323,0.11,0.125,1
SRGAP2,0.021858768,0.596961374,0.055,0.032,1
GBP4,0.021940657,0.410779703,0.091,0.062,1
XPC,0.021956698,-0.226452344,0.127,0.141,1
GSTM2,0.02196781,-0.546823559,0.049,0.073,1
DDAH2,0.022024422,0.479737604,0.063,0.045,1
LSM8,0.022063016,-0.133538249,0.283,0.298,1
CDK4,0.022188794,0.643644609,0.065,0.038,1
SCFD2,0.02234677,0.402851879,0.07,0.051,1
PDK1,0.022349345,0.129278892,0.052,0.05,1
SAMD8,0.022432922,-0.170981812,0.108,0.114,1
SDHC,0.022478107,0.344229275,0.137,0.107,1
CDKN2AIP,0.022542209,-0.335618485,0.112,0.145,1
MXD4,0.022554461,-0.595735601,0.168,0.199,1
NGDN,0.022603465,-0.269271486,0.192,0.228,1
MT1F,0.022707631,0.528302703,0.053,0.038,1
PIGP,0.022715426,0.651687532,0.065,0.042,1
ABRACL,0.022755725,0.758285782,0.251,0.166,1
YTHDF1,0.022772584,-0.33862866,0.114,0.137,1
NCOA5,0.022850291,-0.289818775,0.094,0.111,1
UBTF,0.023026447,0.260762985,0.112,0.092,1
ZNF511,0.023091685,0.194055731,0.119,0.101,1
DCTN1,0.023144842,0.908997831,0.093,0.05,1
DHX8,0.023227782,-0.198792855,0.112,0.126,1
SARNP,0.023306396,-0.158913088,0.166,0.177,1
NAA35,0.023344215,-0.22416527,0.072,0.08,1
NAGK,0.023370683,0.38727099,0.073,0.047,1
ARL5A,0.023391312,0.228264049,0.15,0.123,1
HSF1,0.023669576,0.239152826,0.188,0.157,1
SDR39U1,0.023682551,0.305069698,0.123,0.099,1
ADA,0.023760409,0.41403955,0.079,0.059,1
P2RX4,0.02384147,0.13425065,0.079,0.067,1
STK17B,0.023924646,-0.193304317,0.633,0.674,1
WASHC3,0.024082363,0.609757736,0.118,0.072,1
RERE,0.024140756,0.264899889,0.14,0.109,1
SRSF6,0.02436222,0.14214452,0.112,0.096,1
FOXO3,0.024371326,0.392471057,0.165,0.125,1
NKAPD1,0.024389284,-0.293580174,0.063,0.076,1
DELE1,0.024431222,0.462974917,0.108,0.078,1
EPN1,0.024435729,-0.114316722,0.127,0.126,1
SMS,0.02462245,0.161391637,0.144,0.122,1
DCTPP1,0.02467288,0.619349394,0.059,0.037,1
ZZEF1,0.024732319,-0.14283602,0.103,0.106,1
THBS1,0.02475596,0.2160757,0.055,0.037,1
ZDHHC7,0.024777672,-0.264424936,0.112,0.117,1
GPR132,0.024851399,-0.628764395,0.108,0.152,1
RBBP4,0.024885159,0.131999999,0.23,0.203,1
GBF1,0.024916675,-0.114854889,0.067,0.065,1
NBN,0.025037822,0.144483966,0.11,0.093,1
UPP1,0.025054864,-0.334624043,0.275,0.305,1
AP2B1,0.02506531,0.118219668,0.123,0.108,1
MEMO1,0.025076989,0.365274359,0.052,0.039,1
WWC3,0.025119209,-0.259207687,0.044,0.052,1
GCN1,0.025172748,-0.202606544,0.054,0.06,1
GRHPR,0.025341154,0.85960051,0.089,0.049,1
ZNF76,0.025356186,0.564649811,0.055,0.037,1
ARHGAP30,0.025367879,0.971083248,0.209,0.115,1
WDR61,0.025409973,0.513025287,0.082,0.054,1
THUMPD3,0.02543743,-0.414702046,0.072,0.097,1
FAM3A,0.025557548,0.370788156,0.076,0.059,1
CD3G,0.025694537,0.557639364,0.362,0.289,1
CAMTA1,0.025721454,-0.196487017,0.218,0.243,1
FPR1,0.02576389,1.047226039,0.074,0.035,1
NDUFS1,0.025804033,0.107135862,0.054,0.049,1
PARP6,0.025929316,-0.177850211,0.108,0.123,1
PEF1,0.025970476,0.300311592,0.107,0.087,1
ACOT9,0.025993916,0.112224456,0.057,0.049,1
HMGXB3,0.026049509,-0.138900616,0.089,0.091,1
FBXL5,0.02606227,0.317297921,0.263,0.21,1
PHACTR1,0.026079531,0.163969268,0.075,0.058,1
LYPLA2,0.02620317,0.735320077,0.124,0.073,1
SYT11,0.02621704,0.654756894,0.066,0.041,1
CSNK1A1,0.026228044,-0.114906835,0.338,0.351,1
NBAS,0.026259184,0.125249399,0.094,0.083,1
IKBKG,0.026275833,0.488713901,0.084,0.058,1
SMARCD3,0.026293129,0.706685303,0.058,0.034,1
IGFLR1,0.026404421,0.566718116,0.182,0.122,1
TSPAN3,0.026410265,-0.373520156,0.061,0.075,1
TENT5A,0.02648189,0.307129428,0.088,0.063,1
TMEM107,0.026579846,0.381781441,0.131,0.098,1
RANGRF,0.026619877,0.512461648,0.079,0.056,1
ZNF141,0.02667057,-0.29470011,0.043,0.051,1
YWHAH,0.026699646,0.318697362,0.187,0.141,1
MBD5,0.026727337,0.333106814,0.146,0.116,1
ZNF84,0.026751341,-0.206001332,0.057,0.068,1
EPB41,0.026764664,0.295933485,0.315,0.253,1
KDM6B,0.026992685,-0.521255787,0.203,0.264,1
SAT1,0.027013312,0.280125175,0.476,0.449,1
MBOAT7,0.027072705,0.948780304,0.079,0.04,1
TRBV5-4,0.02712514,2.994425487,0.065,0.015,1
STX16,0.027157876,0.110328891,0.143,0.127,1
TRBV20-1,0.027235796,-0.128736286,0.049,0.066,1
DYNC1H1,0.027262387,-0.193503131,0.249,0.262,1
DHX9,0.027271695,-0.174386059,0.258,0.272,1
IGSF8,0.027283551,0.62729487,0.058,0.038,1
UBXN7,0.027448476,-0.343104809,0.087,0.105,1
CUX1,0.027487997,0.27597728,0.154,0.124,1
BIRC3,0.027607715,-0.504032375,0.167,0.218,1
MRPL55,0.027695777,0.182101097,0.154,0.136,1
MRPL21,0.02775725,0.133604241,0.141,0.125,1
NAA16,0.027761998,-0.133295526,0.142,0.155,1
DTNBP1,0.028050985,0.22910327,0.106,0.084,1
RALA,0.028086263,-0.784493215,0.178,0.26,1
CMTM6,0.028174465,-0.102790354,0.253,0.252,1
ATP11A,0.02821946,0.398593911,0.07,0.046,1
FASTKD2,0.028227523,-0.159068704,0.082,0.09,1
PRNP,0.028322434,-0.115472059,0.287,0.292,1
VPS53,0.028408995,-0.111813615,0.105,0.101,1
UBAP1,0.028434555,0.147139081,0.194,0.173,1
CAST,0.028455896,0.297701893,0.548,0.476,1
POFUT2,0.028542078,-0.381012542,0.054,0.069,1
RPAP3,0.028572926,0.610165246,0.079,0.052,1
DHX29,0.028684742,-0.218970952,0.119,0.13,1
TMEM106C,0.028734972,0.740920924,0.054,0.034,1
ITPK1,0.028830705,0.309496541,0.099,0.073,1
CASC4,0.028888369,0.385370033,0.135,0.098,1
TTBK2,0.028905648,0.187785791,0.063,0.055,1
PIGX,0.02893743,0.111797923,0.069,0.055,1
MED1,0.02895019,-0.309995393,0.053,0.062,1
NT5C2,0.02900681,-0.117047654,0.159,0.16,1
ACBD6,0.029085017,-0.158894278,0.153,0.167,1
USF3,0.02911926,-0.390120091,0.122,0.15,1
TMUB2,0.029156541,0.259775761,0.084,0.07,1
ASTE1,0.029416305,-0.310483366,0.07,0.084,1
ELOA,0.029741058,0.160661827,0.078,0.071,1
SH2B1,0.029946495,0.445592539,0.06,0.045,1
CCL28,0.029947618,-0.392592706,0.046,0.06,1
NFIC,0.030019115,0.225200113,0.082,0.069,1
RNF114,0.030069422,-0.330772141,0.244,0.294,1
EMSY,0.030075291,0.254396336,0.051,0.04,1
TUBGCP5,0.030258679,-0.450710529,0.039,0.053,1
NUMA1,0.030261403,0.158433897,0.106,0.089,1
IKBKB,0.030316974,0.545749088,0.054,0.035,1
NFATC1,0.030461366,-0.212999171,0.096,0.108,1
MAT2B,0.030611034,0.284903501,0.193,0.163,1
CLPP,0.03068463,0.347029012,0.176,0.14,1
ARHGAP27,0.030855511,0.928557523,0.073,0.038,1
HSF2,0.030939255,-0.169045189,0.067,0.073,1
PRDX4,0.03096375,0.598743247,0.055,0.035,1
MRPS6,0.030977057,0.587639684,0.124,0.082,1
KCTD20,0.031078631,-0.515531804,0.116,0.147,1
RAB1A,0.031109254,0.106485036,0.228,0.207,1
NPRL2,0.031187213,0.827739794,0.061,0.035,1
DCAF6,0.031488867,0.362673424,0.053,0.039,1
CBLL1,0.031647509,-0.251744108,0.175,0.208,1
H1F0,0.031715757,0.505144164,0.05,0.035,1
CLK3,0.031961705,0.293725179,0.124,0.105,1
MRPL14,0.031986082,0.31903676,0.106,0.081,1
PET117,0.032298613,-0.149647085,0.056,0.064,1
TOR1AIP2,0.032385093,0.167435823,0.066,0.057,1
TSEN15,0.032390776,0.121626901,0.078,0.071,1
CCDC97,0.032710714,0.250617706,0.05,0.04,1
CDC5L,0.032804535,0.173443945,0.147,0.126,1
LAMTOR3,0.032835921,-0.198174086,0.1,0.117,1
RWDD3,0.032864539,0.119098632,0.134,0.126,1
TIMM8B,0.032958935,0.426297926,0.113,0.082,1
DCAF10,0.033127795,0.216120287,0.081,0.068,1
NELFE,0.033185987,0.318869167,0.133,0.105,1
GNPDA2,0.033197154,-0.325695039,0.041,0.05,1
GNL3L,0.033324055,0.47233224,0.051,0.035,1
TRAPPC10,0.033494004,-0.376253401,0.283,0.324,1
CYBC1,0.033705254,1.422451319,0.133,0.052,1
LDHB,0.033733659,-0.136473872,0.587,0.612,1
MTMR1,0.033809931,-0.245795227,0.058,0.067,1
PJA2,0.033902057,-0.103875566,0.233,0.24,1
TFPT,0.034062323,0.526794788,0.051,0.036,1
RELCH,0.03415487,0.155440163,0.094,0.082,1
GSK3B,0.034184241,0.213060622,0.247,0.21,1
ATAD1,0.034188762,-0.150906489,0.089,0.098,1
PPP3CC,0.034205189,0.181343983,0.292,0.261,1
ATF7,0.034210458,0.624063667,0.051,0.033,1
PYROXD1,0.034351052,0.198206443,0.122,0.106,1
RHOT2,0.034439441,0.121197192,0.103,0.094,1
ANXA11,0.03447547,0.302252685,0.385,0.317,1
TRAF7,0.034503376,0.596244635,0.063,0.041,1
PUF60,0.034530157,0.153356568,0.225,0.196,1
GNAI3,0.034580724,0.183081525,0.173,0.149,1
PRPF40A,0.034588763,-0.311705496,0.289,0.332,1
BATF,0.034694743,0.775405441,0.096,0.058,1
PAM16,0.034715384,0.577370024,0.067,0.042,1
MEGF9,0.034836497,0.807516512,0.102,0.058,1
MIR181A1HG,0.035012443,0.354003113,0.063,0.046,1
TUBA1A,0.035146731,0.198497406,0.451,0.405,1
PDPK1,0.035338564,0.291959956,0.072,0.056,1
DENND3,0.035412748,-0.171373938,0.082,0.08,1
CCDC137,0.035749034,-0.169598709,0.06,0.066,1
SMAP2,0.035813317,-0.233102391,0.457,0.485,1
PHC2,0.035862861,-0.23053912,0.12,0.129,1
THUMPD2,0.035868515,-0.217840076,0.093,0.106,1
SCAPER,0.035947521,0.302306629,0.117,0.091,1
MYO9A,0.035981652,0.500545698,0.059,0.037,1
FOXK2,0.035983784,-0.54135874,0.088,0.114,1
BDP1,0.036201195,0.116285399,0.201,0.182,1
BANP,0.036216494,-0.242730843,0.116,0.125,1
TMC6,0.036272782,0.382495678,0.238,0.19,1
SYNJ2,0.036278523,-0.532502399,0.087,0.128,1
ZBED4,0.036624,-0.220759498,0.05,0.054,1
ZNF567,0.036732817,-0.331993574,0.044,0.058,1
ATP6V1D,0.03673547,0.363417604,0.065,0.049,1
TPK1,0.036760533,0.628847169,0.088,0.056,1
LRIF1,0.036954369,0.474240369,0.053,0.038,1
CASP8AP2,0.037016351,0.637246189,0.067,0.041,1
HEXA,0.037017349,0.269549828,0.178,0.143,1
DUSP10,0.037017583,-0.238230639,0.099,0.109,1
RPS6KB1,0.037147228,-0.42976383,0.084,0.109,1
PTPRCAP,0.03736714,0.321378189,0.443,0.403,1
SETDB1,0.03740993,-0.151879825,0.059,0.062,1
AP2A1,0.037465959,0.826072803,0.086,0.045,1
NOC4L,0.037712597,-0.113699218,0.061,0.063,1
CPEB2,0.037861504,0.143143632,0.083,0.067,1
USP7,0.038041219,-0.166711295,0.156,0.168,1
LARP7,0.038379435,-0.152055871,0.117,0.126,1
SYNJ1,0.038825663,-0.285963714,0.077,0.084,1
GALNT7,0.039282225,0.263452371,0.054,0.041,1
DAXX,0.039468841,0.656232206,0.072,0.045,1
UBIAD1,0.039783918,-0.160087868,0.049,0.055,1
AC068587.4,0.039840129,-0.106651103,0.058,0.06,1
CSPP1,0.03996645,0.305426119,0.05,0.038,1
TNFSF10,0.040006854,0.694085819,0.091,0.053,1
RALGPS2,0.040092761,0.528395913,0.057,0.054,1
DDRGK1,0.040129166,0.411571619,0.127,0.093,1
PARVB,0.040143128,0.278962961,0.067,0.052,1
ZNF254,0.040166694,-0.273428556,0.047,0.053,1
EMC7,0.040301505,-0.241187557,0.207,0.228,1
OFD1,0.040350561,0.209904551,0.143,0.126,1
RFX3,0.040625212,0.29131902,0.099,0.079,1
PHF20,0.040727909,-0.11586895,0.251,0.256,1
CSNK2A2,0.040739946,-0.107885527,0.099,0.1,1
SNHG1,0.040967938,-0.32769584,0.238,0.299,1
PLAUR,0.041006572,0.694623877,0.137,0.08,1
LAPTM4A,0.041200604,-0.109261123,0.313,0.324,1
CEBPA,0.041234998,1.703868794,0.055,0.017,1
SLC23A2,0.041339338,-0.33502736,0.081,0.093,1
FER,0.04149099,-0.133349423,0.057,0.057,1
PNP,0.041633177,0.592910756,0.109,0.073,1
REV1,0.041670024,-0.145598245,0.106,0.115,1
THAP1,0.041728231,0.311039179,0.084,0.067,1
PREP,0.04177263,0.246398792,0.09,0.071,1
TMEM14C,0.041991726,0.470305383,0.091,0.064,1
SPOP,0.042231886,0.637702063,0.072,0.046,1
EVI2B,0.042249363,0.408409634,0.33,0.266,1
TBX21,0.04226177,0.853840754,0.131,0.074,1
DENND11,0.042314259,-0.344418483,0.089,0.111,1
RPS20,0.042401803,-0.107477622,0.379,0.396,1
AREL1,0.042550519,-0.243174358,0.061,0.068,1
ZFR,0.042579875,-0.127200191,0.219,0.227,1
NAA10,0.042631905,0.314053005,0.076,0.062,1
AC010642.2,0.042671519,0.299554795,0.064,0.047,1
PLP2,0.042844858,0.21505774,0.352,0.305,1
DOCK11,0.042927868,0.48315594,0.128,0.089,1
HNRNPK,0.04293082,0.176970994,0.572,0.533,1
EXOC7,0.042933495,0.477266862,0.094,0.066,1
ACTN4,0.043086261,0.413772616,0.196,0.142,1
SMN2,0.043154825,-0.546423526,0.032,0.051,1
BBIP1,0.043186038,0.160668911,0.067,0.058,1
CYTH4,0.043268374,0.807199058,0.135,0.079,1
ACSL5,0.04385955,1.015998261,0.066,0.032,1
PFDN1,0.043860636,-0.101927416,0.202,0.211,1
TATDN1,0.043886682,0.324143702,0.094,0.077,1
REV3L,0.044130201,0.175752586,0.123,0.105,1
CHMP2A,0.044146251,0.377550979,0.148,0.114,1
IRF3,0.044207048,0.663828644,0.113,0.074,1
ASXL1,0.044326815,-0.176804337,0.252,0.28,1
ZNF664,0.044341619,0.205554643,0.057,0.046,1
KCMF1,0.044549385,-0.280985708,0.159,0.183,1
ARIH2,0.044712715,-0.130228062,0.299,0.317,1
TPD52L2,0.044775968,0.326964496,0.118,0.089,1
LATS2,0.044792626,0.157171018,0.057,0.051,1
LZIC,0.045235386,0.393274137,0.09,0.066,1
ZDHHC3,0.045361243,0.167143555,0.108,0.093,1
IMMP2L,0.045453141,0.31367001,0.11,0.086,1
C1orf50,0.045649262,-0.195085519,0.074,0.084,1
CHD3,0.045709728,0.187675223,0.2,0.178,1
PLSCR1,0.045846341,0.722711853,0.108,0.065,1
ATXN10,0.045875828,0.192711092,0.106,0.094,1
KLHL6,0.045898729,-0.607288976,0.042,0.057,1
ZNF385A,0.045908443,0.385453203,0.09,0.059,1
CD8A,0.045913292,0.192660939,0.128,0.126,1
ACAT1,0.046147795,0.839555583,0.05,0.028,1
ATF7IP2,0.046395051,-0.384467915,0.119,0.148,1
PYURF,0.046548936,0.147661956,0.294,0.263,1
NOTCH2,0.046871948,0.371691139,0.101,0.076,1
PIBF1,0.046972502,0.360077408,0.104,0.079,1
SLC25A36,0.0470287,-0.124020506,0.246,0.267,1
SUPV3L1,0.047178947,-0.403337418,0.107,0.134,1
PSMD13,0.047245831,-0.173299239,0.171,0.179,1
PATZ1,0.04758745,-0.481756221,0.045,0.061,1
CAMK2G,0.047610788,0.733854306,0.065,0.039,1
EIF4E2,0.047773724,0.217959342,0.169,0.143,1
FBXO42,0.047939958,-0.11088092,0.079,0.08,1
SAMD9,0.048136068,0.29174026,0.094,0.073,1
PDCD6,0.048160135,0.318387349,0.199,0.158,1
HAUS1,0.048162012,0.73987238,0.05,0.028,1
ING1,0.048205964,0.144737283,0.082,0.067,1
ZFYVE27,0.0483124,-0.242820929,0.068,0.077,1
LASP1,0.048474401,0.520761344,0.118,0.076,1
SUN1,0.048571918,-0.283599677,0.063,0.074,1
MAN2B2,0.048602469,0.520271722,0.057,0.039,1
PLCG1,0.048855803,0.480990705,0.076,0.055,1
PYHIN1,0.049093659,0.992283759,0.152,0.085,1
GDI1,0.049255777,0.171354796,0.118,0.105,1
SDF2,0.049471973,0.189738712,0.092,0.076,1
SORBS3,0.04947215,0.17573148,0.073,0.069,1
HP1BP3,0.049479747,0.272287027,0.408,0.343,1
TMEM65,0.04952391,0.556001004,0.089,0.06,1
MSH3,0.04975974,0.223464559,0.077,0.062,1
RANBP2,0.049766058,-0.132116772,0.319,0.331,1
ENO2,0.049838575,0.300213742,0.06,0.051,1
SNX19,0.049871779,-0.215108426,0.06,0.068,1
PLEKHB2,0.050022659,-0.178861028,0.113,0.118,1
KIAA1191,0.050067269,0.260044958,0.079,0.068,1
ZNF131,0.050073175,-0.120397703,0.157,0.165,1
TENT2,0.050275763,-0.180475185,0.21,0.225,1
ACTR1A,0.050351458,0.216038398,0.135,0.108,1
RLIM,0.05035221,-0.205821079,0.114,0.122,1
TCF3,0.050363048,0.386487887,0.062,0.048,1
ZMYM5,0.050381746,0.153727238,0.115,0.102,1
YWHAG,0.050663904,0.424014541,0.083,0.057,1
BABAM1,0.050994482,0.6475708,0.132,0.085,1
BRAP,0.051158879,-0.306872529,0.083,0.1,1
SLC17A5,0.051201888,-0.130334011,0.067,0.07,1
HBP1,0.051273281,-0.20183291,0.225,0.253,1
KAT5,0.051273888,-0.154301715,0.069,0.074,1
LRRFIP1,0.051541987,0.159476199,0.485,0.443,1
ANKAR,0.051564224,0.154320344,0.054,0.049,1
HOOK3,0.051760276,0.192611201,0.209,0.175,1
COMMD8,0.051994636,0.882235456,0.102,0.054,1
NDUFAF5,0.052101773,-0.605690512,0.048,0.069,1
ZDBF2,0.05218723,-0.577462705,0.043,0.064,1
PPIH,0.052255066,-0.154791894,0.138,0.145,1
CCDC18,0.052319044,0.473515879,0.056,0.039,1
LAT2,0.05240448,0.484626485,0.08,0.051,1
TRAPPC3,0.052776528,0.441752893,0.132,0.095,1
YY1,0.052857878,-0.160333333,0.297,0.319,1
USP16,0.052911711,-0.320175491,0.227,0.269,1
LIMK1,0.052995817,0.231454518,0.05,0.04,1
GTF2H3,0.05327322,0.19985394,0.059,0.049,1
GAB3,0.053278137,1.197366228,0.068,0.029,1
COX14,0.053392921,0.171201495,0.235,0.202,1
SRSF3,0.053407142,-0.136705117,0.502,0.523,1
SCAF4,0.053694279,0.118980233,0.144,0.129,1
ZNF600,0.053731509,0.561604657,0.077,0.051,1
IDI1,0.054141437,-0.311776988,0.266,0.311,1
GLRX5,0.054818556,0.249048749,0.185,0.151,1
DDX56,0.054900802,-0.323848647,0.058,0.071,1
RAD23A,0.055043238,0.260356351,0.291,0.244,1
MIDN,0.055384178,0.191113072,0.17,0.15,1
DLGAP4,0.055414144,0.60408593,0.067,0.044,1
SUSD6,0.055415316,0.26064417,0.115,0.093,1
EIF2AK4,0.055462073,0.401911338,0.072,0.052,1
STT3A,0.055696708,0.441655547,0.058,0.04,1
PRPF6,0.055722629,0.178290978,0.168,0.147,1
ALDH9A1,0.0563208,0.452025688,0.089,0.063,1
STOML2,0.056333614,0.346085774,0.125,0.095,1
USP48,0.056388606,0.353191511,0.131,0.1,1
S100A10,0.056455036,0.246985986,0.685,0.595,1
MRPL3,0.056518727,-0.188962966,0.104,0.115,1
RGS1,0.056524798,-0.535710904,0.087,0.121,1
PSMA5,0.056626163,0.380934023,0.197,0.151,1
LSM14B,0.056756601,-0.228629493,0.054,0.056,1
CARD11,0.057081089,0.191651026,0.13,0.107,1
TMEM165,0.057360959,0.291441463,0.102,0.077,1
VRK1,0.057459563,-0.119041151,0.066,0.073,1
ERGIC3,0.057618857,0.223321109,0.239,0.206,1
FGD3,0.057737258,0.457254464,0.182,0.131,1
AL109955.1,0.05815214,-0.553507336,0.039,0.061,1
HSPA14.1,0.058211819,-0.217492005,0.055,0.067,1
TRA2B,0.05821988,0.12348889,0.553,0.518,1
NSF,0.058345201,0.281066895,0.07,0.053,1
GOLT1B,0.058592788,-0.247192631,0.119,0.136,1
GPBP1,0.058631502,-0.129302258,0.339,0.362,1
SYVN1,0.058749521,-0.198584568,0.046,0.051,1
TMEM126B,0.058765205,0.531573342,0.066,0.044,1
ZMPSTE24,0.059150696,-0.297139609,0.05,0.056,1
COA4,0.059423867,0.844206724,0.066,0.035,1
FDX1,0.059451032,-0.232929997,0.19,0.211,1
MKRN2,0.059512887,0.221253633,0.064,0.055,1
GTF2A1,0.059595266,0.142101969,0.063,0.056,1
C17orf49,0.059830031,-0.343663514,0.339,0.391,1
MED26,0.059917612,-0.520818044,0.051,0.068,1
GRWD1,0.059991857,-0.231875513,0.044,0.05,1
G0S2,0.060030596,0.81198781,0.123,0.073,1
MTHFD1L,0.060268317,-0.949929824,0.037,0.062,1
KIN,0.060338447,-0.188300146,0.102,0.111,1
LAP3,0.060461864,0.298814349,0.156,0.127,1
GSAP,0.060652915,0.710103338,0.081,0.047,1
PSMC6,0.060945747,0.226749603,0.109,0.09,1
CIZ1,0.061344419,0.281276262,0.091,0.078,1
LINC02328,0.061377379,0.566143544,0.055,0.037,1
HNRNPL,0.06153994,-0.332312945,0.479,0.541,1
DHX40,0.061561524,-0.315935155,0.1,0.123,1
SUMF2,0.06156761,0.264327563,0.153,0.13,1
TIA1,0.061587371,0.301415972,0.082,0.064,1
ZNRD1,0.061671478,-0.214114684,0.114,0.129,1
PCIF1,0.061697963,-0.322842501,0.236,0.29,1
ACSS1,0.06176955,0.317932456,0.059,0.047,1
MRPL11,0.062008996,0.13420875,0.152,0.137,1
SNX4,0.062025996,-0.142626027,0.075,0.077,1
RGPD2,0.062286853,-0.771547596,0.041,0.063,1
DLEU2,0.062427355,0.293556098,0.166,0.126,1
SNRPF,0.062637833,-0.196987258,0.329,0.361,1
PCMT1,0.062741297,0.494782433,0.112,0.077,1
CD2BP2,0.062858361,0.629119872,0.084,0.054,1
LAMP2,0.062889665,0.335353325,0.071,0.052,1
AKAP10,0.062977295,0.294214373,0.055,0.043,1
ELMO1,0.063039037,0.176331631,0.287,0.254,1
RASAL3,0.063219218,0.922697092,0.19,0.112,1
STIP1,0.064293573,0.409831432,0.064,0.045,1
ELF4,0.064882243,0.284504556,0.098,0.077,1
EMC6,0.065080015,0.114478872,0.201,0.187,1
SIN3B,0.065312144,0.435838409,0.052,0.036,1
ZNF598,0.065449635,0.100310187,0.052,0.049,1
IL4R,0.065555292,-0.338616395,0.106,0.134,1
TPR,0.065620673,0.19642521,0.283,0.241,1
HAX1,0.06564408,0.290753436,0.157,0.126,1
CSF3R,0.065969049,1.037549046,0.105,0.055,1
SENP1,0.065976825,-0.143440025,0.058,0.063,1
NCOA4,0.066390285,0.503125162,0.172,0.123,1
ICOS,0.066439479,-0.387169522,0.119,0.149,1
ETFA,0.066964496,0.402488516,0.127,0.088,1
RPP30,0.067237442,-0.296735615,0.085,0.096,1
NDE1,0.067245992,-0.144956309,0.133,0.142,1
SINHCAF,0.067270351,-0.168998825,0.105,0.114,1
MOB2,0.067369591,0.236681295,0.124,0.1,1
PSMB2,0.067480215,0.251038446,0.151,0.125,1
FKBP3,0.067616412,0.494361738,0.083,0.057,1
LY96,0.067714657,0.682473261,0.057,0.033,1
VPS33A,0.067841402,0.139435637,0.062,0.054,1
NEDD1,0.068015498,-0.241688134,0.073,0.083,1
DENND4C,0.068039117,0.101259918,0.158,0.138,1
SEC13,0.068052285,0.228596743,0.167,0.135,1
UBE2D3,0.068346518,-0.125297099,0.696,0.724,1
TIMM13,0.068465543,0.203644971,0.134,0.11,1
EIF4G1,0.068601271,0.133193927,0.13,0.111,1
RNF169,0.069074216,0.358250076,0.103,0.077,1
BOLA2B,0.069297912,-0.129974861,0.072,0.079,1
RAD23B,0.069797202,0.119743644,0.217,0.192,1
SNTB2,0.069844971,0.879582559,0.052,0.027,1
PDCD6IP,0.069972501,0.135940466,0.151,0.129,1
POLR3E,0.070056679,-0.482502663,0.061,0.083,1
LINC02256,0.070094554,0.172294121,0.082,0.068,1
COMMD10,0.070201986,0.398204554,0.115,0.084,1
ANXA5,0.070339797,0.730553722,0.275,0.171,1
NCBP3,0.070854606,-0.230700408,0.098,0.109,1
PFKP,0.070966094,0.585611743,0.077,0.052,1
TMEM101,0.071197654,0.473946504,0.053,0.037,1
DUS3L,0.071445312,-0.225269604,0.084,0.096,1
MRPS18C,0.071950034,0.327872684,0.087,0.064,1
EPRS,0.071987202,0.488126053,0.109,0.077,1
LCORL,0.072305839,0.434766506,0.072,0.051,1
SETD5,0.072355527,-0.112478353,0.101,0.099,1
PSMB5,0.07266665,0.327830947,0.055,0.041,1
NGLY1,0.072849236,0.111481996,0.163,0.146,1
GARS,0.07285388,0.130193968,0.137,0.123,1
S1PR4,0.072892698,0.590168457,0.195,0.136,1
PARP14,0.072996751,0.295517728,0.134,0.096,1
CPB2-AS1,0.073250173,0.380197123,0.059,0.045,1
NOL10,0.073304664,-0.265406764,0.064,0.071,1
SLC9A8,0.073306147,-0.139132116,0.111,0.115,1
ZDHHC12,0.073580097,0.220179662,0.086,0.071,1
NUP93,0.07437982,0.183379618,0.065,0.055,1
ROCK2,0.074410417,0.985265321,0.055,0.025,1
PSMG2,0.074980135,-0.201406385,0.227,0.252,1
BOD1,0.074986837,0.354342035,0.056,0.044,1
UNC93B1,0.075281721,0.926221066,0.075,0.039,1
PLCL2,0.075353885,0.212383803,0.193,0.16,1
TRNT1,0.075421615,0.515511892,0.063,0.045,1
MRM3,0.075749088,0.178250802,0.084,0.076,1
PHF10,0.07581579,-0.421850404,0.083,0.107,1
BICD2,0.076235255,0.780488427,0.052,0.029,1
NMRAL1,0.07699147,0.670668205,0.083,0.05,1
SLC35D1,0.077054034,-0.198114148,0.061,0.069,1
TOE1,0.077132088,0.238565771,0.068,0.06,1
QRICH1,0.07787969,-0.271631127,0.136,0.156,1
IFFO2,0.078052636,0.346149586,0.098,0.077,1
TRIM13,0.078461906,-0.396264251,0.059,0.076,1
MDN1,0.078478147,-0.139010889,0.052,0.055,1
DIMT1,0.078777447,-0.11205315,0.07,0.073,1
PPP5C,0.078861385,0.912095452,0.063,0.033,1
ZNF830,0.079159502,0.230644495,0.091,0.08,1
ATG2A,0.07927414,-0.216283181,0.104,0.112,1
HSD17B10,0.079276418,0.55628806,0.12,0.08,1
SLC15A3,0.079337598,0.519296491,0.054,0.035,1
GFPT1,0.079864771,-0.502261677,0.086,0.117,1
AC119396.1,0.080141159,0.696794275,0.115,0.072,1
